task,group,job_id,state,host,wall_seconds,allocated_memory_mib,gap_workspace_limit_mib,gnu_time_max_rss_kib,kernel_max_rss_kib,sampled_tree_peak_rss_kib,cgroup_peak_bytes
SG118-zero,SG118,391126,computed,phoenix10,14.537,768000,652800,,216100,327368,
SG118-w2_plus_w1_squared,SG118,391127,computed,phoenix4,37.233,510000,433500,,229824,320904,
SG119-zero,SG119,391128,computed,phoenix10,21.49,768000,652800,,231572,329880,
SG119-w2_plus_w1_squared,SG119,391129,computed,phoenix10,162.484,768000,652800,,412828,413068,
SG120-zero,SG120,391130,computed,phoenix4,30.009,510000,433500,,216116,334540,
SG120-w2_plus_w1_squared,SG120,391131,computed,phoenix4,85.698,510000,433500,,258304,329580,
SG121-zero,SG121,391132,computed,phoenix4,25.8,510000,433500,,212952,329200,
SG121-w2_plus_w1_squared,SG121,391133,computed,phoenix4,110.607,510000,433500,,298164,336660,
SG122-zero,SG122,391134,computed,phoenix10,13.381,768000,652800,,206988,330140,
SG122-w2_plus_w1_squared,SG122,391135,computed,phoenix10,19.739,768000,652800,,215188,331712,
SG123-zero,SG123,391136,computed,phoenix10,111.015,768000,652800,,257168,335828,
SG123-w2_plus_w1_squared,SG123,391137,computed,phoenix7.lptmc.jussieu.fr,199.788,510000,433500,,248036,325068,
SG124-zero,SG124,391138,computed,phoenix4,38.879,510000,433500,,229092,333344,
SG124-w2_plus_w1_squared,SG124,391139,computed,phoenix4,221.365,510000,433500,,476412,476460,
SG125-zero,SG125,391140,computed,phoenix10,27.652,768000,652800,,238804,340536,
SG125-w2_plus_w1_squared,SG125,391141,computed,phoenix10,30.15,768000,652800,,216204,334692,
SG126-zero,SG126,391142,computed,phoenix10,18.587,768000,652800,,215208,334340,
SG126-w2_plus_w1_squared,SG126,391143,computed,phoenix10,83.218,768000,652800,,405720,406452,
SG127-zero,SG127,391144,computed,phoenix7.lptmc.jussieu.fr,43.375,510000,433500,,239796,328176,
SG127-w2_plus_w1_squared,SG127,391145,computed,phoenix10,36.863,768000,652800,,223456,330192,
SG128-zero,SG128,391146,computed,phoenix7.lptmc.jussieu.fr,17.389,510000,433500,,214252,321176,
SG128-w2_plus_w1_squared,SG128,391147,computed,phoenix10,43.726,768000,652800,,307428,307596,
SG129-zero,SG129,391148,computed,phoenix7.lptmc.jussieu.fr,33.76,510000,433500,,222416,322308,
SG129-w2_plus_w1_squared,SG129,391149,computed,phoenix4,919.169,510000,433500,,902696,902820,
SG130-zero,SG130,391150,computed,phoenix7.lptmc.jussieu.fr,32.012,510000,433500,,238784,319980,
SG130-w2_plus_w1_squared,SG130,391151,computed,phoenix10,29.804,768000,652800,,244964,335424,
SG131-zero,SG131,391152,computed,phoenix7.lptmc.jussieu.fr,94.164,510000,433500,,264444,326560,
SG131-w2_plus_w1_squared,SG131,391153,computed,phoenix10,83.88,768000,652800,,236668,335648,
SG132-zero,SG132,391154,computed,phoenix13.lptmc.jussieu.fr,45.274,768000,652800,,244976,327772,
SG132-w2_plus_w1_squared,SG132,391155,computed,phoenix10,50.945,768000,652800,,226536,335744,
SG133-zero,SG133,391156,computed,phoenix7.lptmc.jussieu.fr,20.127,510000,433500,,214248,328908,
SG133-w2_plus_w1_squared,SG133,391157,computed,phoenix7.lptmc.jussieu.fr,27.359,510000,433500,,226456,336444,
SG134-zero,SG134,391158,computed,phoenix13.lptmc.jussieu.fr,27.393,768000,652800,,228540,330036,
SG134-w2_plus_w1_squared,SG134,391159,computed,phoenix10,29.112,768000,652800,,215160,325756,
SG135-zero,SG135,391160,computed,phoenix7.lptmc.jussieu.fr,14.691,510000,433500,,206036,325700,
SG135-w2_plus_w1_squared,SG135,391161,computed,phoenix13.lptmc.jussieu.fr,18.288,768000,652800,,228576,334504,
SG136-zero,SG136,391162,computed,phoenix7.lptmc.jussieu.fr,33.812,510000,433500,,232600,317984,
SG136-w2_plus_w1_squared,SG136,391163,computed,phoenix13.lptmc.jussieu.fr,30.494,768000,652800,,220300,320316,
SG137-zero,SG137,391164,computed,phoenix10,21.292,768000,652800,,235780,335704,
SG137-w2_plus_w1_squared,SG137,391165,computed,phoenix10,225.15,768000,652800,,434364,434508,
SG138-zero,SG138,391166,computed,phoenix7.lptmc.jussieu.fr,15.788,510000,433500,,217240,326472,
SG138-w2_plus_w1_squared,SG138,391167,computed,phoenix13.lptmc.jussieu.fr,27.545,768000,652800,,268476,329320,
SG139-zero,SG139,391168,computed,phoenix7.lptmc.jussieu.fr,64.017,510000,433500,,237808,321964,
SG139-w2_plus_w1_squared,SG139,391169,computed,phoenix13.lptmc.jussieu.fr,67.885,768000,652800,,230584,320252,
SG140-zero,SG140,391170,computed,phoenix7.lptmc.jussieu.fr,32.762,510000,433500,,231604,312600,
SG140-w2_plus_w1_squared,SG140,391171,computed,phoenix13.lptmc.jussieu.fr,30.245,768000,652800,,217324,327204,
SG141-zero,SG141,391172,computed,phoenix7.lptmc.jussieu.fr,17.996,510000,433500,,210024,319976,
SG141-w2_plus_w1_squared,SG141,391173,computed,phoenix13.lptmc.jussieu.fr,30.197,768000,652800,,272604,320996,
SG142-zero,SG142,391174,computed,phoenix7.lptmc.jussieu.fr,25.951,510000,433500,,207008,328788,
SG142-w2_plus_w1_squared,SG142,391175,computed,phoenix7.lptmc.jussieu.fr,38.554,510000,433500,,221256,336448,
SG143-zero,SG143,391176,computed,phoenix13.lptmc.jussieu.fr,8.27,768000,652800,,208092,336892,
SG143-w2_plus_w1_squared,SG143,391177,computed,phoenix13.lptmc.jussieu.fr,8.222,768000,652800,,208056,323660,
SG144-zero,SG144,391178,computed,phoenix13.lptmc.jussieu.fr,6.673,768000,652800,,206980,335236,
SG144-w2_plus_w1_squared,SG144,391179,computed,phoenix13.lptmc.jussieu.fr,6.621,768000,652800,,205996,337048,
SG145-zero,SG145,391180,computed,phoenix13.lptmc.jussieu.fr,6.725,768000,652800,,206984,322248,
SG145-w2_plus_w1_squared,SG145,391181,computed,phoenix7.lptmc.jussieu.fr,9.082,510000,433500,,205988,329244,
SG146-zero,SG146,391182,computed,phoenix13.lptmc.jussieu.fr,7.978,768000,652800,,207100,337120,
SG146-w2_plus_w1_squared,SG146,391183,computed,phoenix7.lptmc.jussieu.fr,10.582,510000,433500,,207972,336224,
SG147-zero,SG147,391184,computed,phoenix13.lptmc.jussieu.fr,19.893,768000,652800,,240772,332928,
SG147-w2_plus_w1_squared,SG147,391185,computed,phoenix7.lptmc.jussieu.fr,24.26,510000,433500,,238844,322100,
SG148-zero,SG148,391186,computed,phoenix10,10.53,768000,652800,,206972,328872,
SG148-w2_plus_w1_squared,SG148,391187,computed,phoenix13.lptmc.jussieu.fr,8.922,768000,652800,,207020,335480,
SG149-zero,SG149,391188,computed,phoenix10,11.436,768000,652800,,212140,335736,
SG149-w2_plus_w1_squared,SG149,391189,computed,phoenix13.lptmc.jussieu.fr,37.018,768000,652800,,311476,323372,
SG150-zero,SG150,391190,computed,phoenix7.lptmc.jussieu.fr,20.742,510000,433500,,253072,327320,
SG150-w2_plus_w1_squared,SG150,391191,computed,phoenix10,20.161,768000,652800,,258260,335500,
SG151-zero,SG151,391192,computed,phoenix7.lptmc.jussieu.fr,12.691,510000,433500,,207976,325196,
SG151-w2_plus_w1_squared,SG151,391193,computed,phoenix10,13.193,768000,652800,,207056,333476,
SG152-zero,SG152,391194,computed,phoenix13.lptmc.jussieu.fr,8.933,768000,652800,,207012,330876,
SG152-w2_plus_w1_squared,SG152,391195,computed,phoenix7.lptmc.jussieu.fr,16.047,510000,433500,,208024,326896,
SG153-zero,SG153,391196,computed,phoenix10,10.285,768000,652800,,209024,336268,
SG153-w2_plus_w1_squared,SG153,391197,computed,phoenix13.lptmc.jussieu.fr,12.73,768000,652800,,207068,332248,
SG154-zero,SG154,391198,computed,phoenix10,9.588,768000,652800,,208012,265112,
SG154-w2_plus_w1_squared,SG154,391199,computed,phoenix7.lptmc.jussieu.fr,16.04,510000,433500,,207096,327136,
SG155-zero,SG155,391200,computed,phoenix13.lptmc.jussieu.fr,10.031,768000,652800,,207080,322972,
SG155-w2_plus_w1_squared,SG155,391201,computed,phoenix10,19.744,768000,652800,,229556,333616,
SG156-zero,SG156,391202,computed,phoenix13.lptmc.jussieu.fr,13.437,768000,652800,,215252,333008,
SG156-w2_plus_w1_squared,SG156,391203,computed,phoenix7.lptmc.jussieu.fr,901.993,510000,433500,,425128,584480,
SG157-zero,SG157,391204,computed,phoenix10,8.782,768000,652800,,207104,337588,
SG157-w2_plus_w1_squared,SG157,391205,computed,phoenix13.lptmc.jussieu.fr,168.98,768000,652800,,277712,429792,
SG158-zero,SG158,391206,computed,phoenix10,13.129,768000,652800,,222480,336188,
SG158-w2_plus_w1_squared,SG158,391207,computed,phoenix10,13.13,768000,652800,,222340,335708,
SG159-zero,SG159,391208,computed,phoenix10,12.328,768000,652800,,222352,336100,
SG159-w2_plus_w1_squared,SG159,391209,computed,phoenix10,12.329,768000,652800,,222508,335668,
SG160-zero,SG160,391210,computed,phoenix10,12.786,768000,652800,,217292,280364,
SG160-w2_plus_w1_squared,SG160,391211,computed,phoenix10,8677.589,768000,652800,,1002700,1274092,
SG161-zero,SG161,391212,computed,phoenix13.lptmc.jussieu.fr,11.124,768000,652800,,207088,335092,
SG161-w2_plus_w1_squared,SG161,391213,computed,phoenix13.lptmc.jussieu.fr,10.676,768000,652800,,208068,323284,
SG162-zero,SG162,391214,computed,phoenix13.lptmc.jussieu.fr,18.879,768000,652800,,219324,334880,
SG162-w2_plus_w1_squared,SG162,391215,computed,phoenix13.lptmc.jussieu.fr,475.712,768000,652800,,783588,783700,
SG163-zero,SG163,391216,computed,phoenix4,20.05,510000,433500,,207536,335084,
SG163-w2_plus_w1_squared,SG163,391217,computed,phoenix4,53.136,510000,433500,,276712,323684,
SG164-zero,SG164,391218,computed,phoenix4,45.43,510000,433500,,224556,323104,
SG164-w2_plus_w1_squared,SG164,391219,computed,phoenix4,1203.191,510000,433500,,1150752,1150724,
SG165-zero,SG165,391220,computed,phoenix13.lptmc.jussieu.fr,10.426,768000,652800,,206996,327644,
SG165-w2_plus_w1_squared,SG165,391221,computed,phoenix13.lptmc.jussieu.fr,20.05,768000,652800,,243924,334912,
SG166-zero,SG166,391222,computed,phoenix13.lptmc.jussieu.fr,14.782,768000,652800,,210064,336220,
SG166-w2_plus_w1_squared,SG166,391223,computed,phoenix13.lptmc.jussieu.fr,87.691,768000,652800,,368836,368936,
SG167-zero,SG167,391224,computed,phoenix13.lptmc.jussieu.fr,17.929,768000,652800,,216336,322096,
SG167-w2_plus_w1_squared,SG167,391225,computed,phoenix13.lptmc.jussieu.fr,57.925,768000,652800,,321696,323256,
SG168-zero,SG168,391226,computed,phoenix7.lptmc.jussieu.fr,18.691,510000,433500,,222372,327136,
SG168-w2_plus_w1_squared,SG168,391227,computed,phoenix13.lptmc.jussieu.fr,30.008,768000,652800,,230540,322616,
SG169-zero,SG169,391228,computed,phoenix7.lptmc.jussieu.fr,10.531,510000,433500,,207020,326872,
SG169-w2_plus_w1_squared,SG169,391229,computed,phoenix7.lptmc.jussieu.fr,10.528,510000,433500,,205960,319592,
SG170-zero,SG170,391230,computed,phoenix7.lptmc.jussieu.fr,10.628,510000,433500,,206984,325376,
SG170-w2_plus_w1_squared,SG170,391231,computed,phoenix13.lptmc.jussieu.fr,7.926,768000,652800,,206072,336724,
SG171-zero,SG171,391232,computed,phoenix7.lptmc.jussieu.fr,11.833,510000,433500,,208020,325828,
SG171-w2_plus_w1_squared,SG171,391233,computed,phoenix13.lptmc.jussieu.fr,21.033,768000,652800,,207000,334124,
SG172-zero,SG172,391234,computed,phoenix7.lptmc.jussieu.fr,11.981,510000,433500,,207072,319436,
SG172-w2_plus_w1_squared,SG172,391235,computed,phoenix13.lptmc.jussieu.fr,20.893,768000,652800,,207992,334456,
SG173-zero,SG173,391236,computed,phoenix7.lptmc.jussieu.fr,12.981,510000,433500,,207028,322432,
SG173-w2_plus_w1_squared,SG173,391237,computed,phoenix7.lptmc.jussieu.fr,13.132,510000,433500,,207016,327916,
SG174-zero,SG174,391238,computed,phoenix13.lptmc.jussieu.fr,8.379,768000,652800,,205980,336856,
SG174-w2_plus_w1_squared,SG174,391239,computed,phoenix7.lptmc.jussieu.fr,21.296,510000,433500,,217312,321988,
SG175-zero,SG175,391240,computed,phoenix13.lptmc.jussieu.fr,546.012,768000,652800,,887020,930992,
SG175-w2_plus_w1_squared,SG175,391241,computed,phoenix7.lptmc.jussieu.fr,1683.741,510000,433500,,925916,1163804,
SG176-zero,SG176,391242,computed,phoenix13.lptmc.jussieu.fr,8.873,768000,652800,,207008,329776,
SG176-w2_plus_w1_squared,SG176,391243,computed,phoenix13.lptmc.jussieu.fr,11.276,768000,652800,,214180,334860,
SG177-zero,SG177,391244,computed,phoenix13.lptmc.jussieu.fr,29.947,768000,652800,,229564,329984,
SG177-w2_plus_w1_squared,SG177,391245,computed,phoenix13.lptmc.jussieu.fr,34.193,768000,652800,,232648,334956,
SG178-zero,SG178,391246,computed,phoenix13.lptmc.jussieu.fr,11.078,768000,652800,,208060,329560,
SG178-w2_plus_w1_squared,SG178,391247,computed,phoenix13.lptmc.jussieu.fr,18.482,768000,652800,,214212,328824,
SG179-zero,SG179,391248,computed,phoenix4,20.851,510000,433500,,208328,329576,
SG179-w2_plus_w1_squared,SG179,391249,computed,phoenix13.lptmc.jussieu.fr,18.486,768000,652800,,214184,331912,
SG180-zero,SG180,391250,computed,phoenix4,22.457,510000,433500,,207668,319792,
SG180-w2_plus_w1_squared,SG180,391251,computed,phoenix13.lptmc.jussieu.fr,17.33,768000,652800,,210144,390144,
SG181-zero,SG181,391252,computed,phoenix4,22.356,510000,433500,,207660,330648,
SG181-w2_plus_w1_squared,SG181,391253,computed,phoenix13.lptmc.jussieu.fr,17.279,768000,652800,,211164,329376,
SG182-zero,SG182,391254,computed,phoenix13.lptmc.jussieu.fr,10.781,768000,652800,,206036,322540,
SG182-w2_plus_w1_squared,SG182,391255,computed,phoenix4,62.315,510000,433500,,296688,326248,
SG183-zero,SG183,391256,computed,phoenix13.lptmc.jussieu.fr,26.237,768000,652800,,233704,334748,
SG183-w2_plus_w1_squared,SG183,391257,computed,phoenix13.lptmc.jussieu.fr,842.192,768000,652800,,885952,886608,
SG184-zero,SG184,391258,computed,phoenix4,84.436,510000,433500,,265944,320568,
SG184-w2_plus_w1_squared,SG184,391259,computed,phoenix4,47.834,510000,433500,,251424,326120,
SG185-zero,SG185,391260,computed,phoenix4,15.19,510000,433500,,206892,313412,
SG185-w2_plus_w1_squared,SG185,391261,computed,phoenix4,79.887,510000,433500,,273620,323960,
SG186-zero,SG186,391262,computed,phoenix4,21.141,510000,433500,,215264,322452,
SG186-w2_plus_w1_squared,SG186,391263,computed,phoenix4,265.593,510000,433500,,382680,382588,
SG187-zero,SG187,391264,computed,phoenix4,91.184,510000,433500,,249016,334116,
SG187-w2_plus_w1_squared,SG187,391265,computed,phoenix4,3309.424,510000,433500,,1422468,1422652,
SG188-zero,SG188,391266,computed,phoenix13.lptmc.jussieu.fr,11.724,768000,652800,,214272,329540,
SG188-w2_plus_w1_squared,SG188,391267,computed,phoenix13.lptmc.jussieu.fr,229.529,768000,652800,,333944,488184,
SG189-zero,SG189,391268,computed,phoenix7.lptmc.jussieu.fr,27.558,510000,433500,,224468,325552,
SG189-w2_plus_w1_squared,SG189,391269,computed,phoenix7.lptmc.jussieu.fr,598.426,510000,433500,,631916,633480,
SG190-zero,SG190,391270,computed,phoenix13.lptmc.jussieu.fr,11.725,768000,652800,,216204,328920,
SG190-w2_plus_w1_squared,SG190,391271,computed,phoenix13.lptmc.jussieu.fr,378.569,768000,652800,,362728,676744,
SG191-zero,SG191,391272,computed,phoenix13.lptmc.jussieu.fr,114.573,768000,652800,,267460,327140,
SG191-w2_plus_w1_squared,SG191,391273,computed,phoenix7.lptmc.jussieu.fr,183.445,510000,433500,,259312,336660,
SG192-zero,SG192,391274,computed,phoenix13.lptmc.jussieu.fr,26.236,768000,652800,,233672,336616,
SG192-w2_plus_w1_squared,SG192,391275,computed,phoenix13.lptmc.jussieu.fr,459.804,768000,652800,,779448,780508,
SG193-zero,SG193,391276,computed,phoenix7.lptmc.jussieu.fr,29.455,510000,433500,,221384,323924,
SG193-w2_plus_w1_squared,SG193,391277,computed,phoenix7.lptmc.jussieu.fr,669.619,510000,433500,,833676,834248,
SG194-zero,SG194,391278,computed,phoenix13.lptmc.jussieu.fr,39.353,768000,652800,,239824,327140,
SG194-w2_plus_w1_squared,SG194,391279,computed,phoenix13.lptmc.jussieu.fr,1605.902,768000,652800,,1652960,1654016,
SG195-zero,SG195,391280,computed,phoenix7.lptmc.jussieu.fr,23.85,510000,433500,,227544,335176,
SG195-w2_plus_w1_squared,SG195,391281,computed,phoenix7.lptmc.jussieu.fr,32.206,510000,433500,,227576,333072,
SG196-zero,SG196,391282,computed,phoenix7.lptmc.jussieu.fr,914.44,510000,433500,,1966308,1967784,
SG196-w2_plus_w1_squared,SG196,391283,computed,phoenix7.lptmc.jussieu.fr,2333.935,510000,433500,,2104404,2105008,
SG197-zero,SG197,391284,computed,phoenix13.lptmc.jussieu.fr,14.011,768000,652800,,216296,326528,
SG197-w2_plus_w1_squared,SG197,391285,computed,phoenix13.lptmc.jussieu.fr,19.485,768000,652800,,217284,322788,
SG198-zero,SG198,391286,computed,phoenix13.lptmc.jussieu.fr,7.772,768000,652800,,206040,334840,
SG198-w2_plus_w1_squared,SG198,391287,computed,phoenix13.lptmc.jussieu.fr,7.774,768000,652800,,208040,334492,
SG199-zero,SG199,391288,computed,phoenix13.lptmc.jussieu.fr,10.924,768000,652800,,207012,330044,
SG199-w2_plus_w1_squared,SG199,391289,computed,phoenix13.lptmc.jussieu.fr,17.228,768000,652800,,206040,329828,
SG200-zero,SG200,391290,computed,phoenix13.lptmc.jussieu.fr,40.033,768000,652800,,235752,327516,
SG200-w2_plus_w1_squared,SG200,391291,computed,phoenix13.lptmc.jussieu.fr,50.118,768000,652800,,229568,327992,
SG201-zero,SG201,391292,computed,phoenix13.lptmc.jussieu.fr,16.881,768000,652800,,215236,322664,
SG201-w2_plus_w1_squared,SG201,391293,computed,phoenix13.lptmc.jussieu.fr,108.279,768000,652800,,504036,505580,
SG202-zero,SG202,391294,computed,phoenix4,49.183,510000,433500,,226768,330508,
SG202-w2_plus_w1_squared,SG202,391295,computed,phoenix4,57.651,510000,433500,,219876,323404,
SG203-zero,SG203,391296,computed,phoenix13.lptmc.jussieu.fr,21.532,768000,652800,,209032,335204,
SG203-w2_plus_w1_squared,SG203,391297,computed,phoenix13.lptmc.jussieu.fr,196.302,768000,652800,,633084,634168,
SG204-zero,SG204,391298,computed,phoenix4,46.066,510000,433500,,228308,334884,
SG204-w2_plus_w1_squared,SG204,391352,computed,phoenix4,62.278,6144,5222,,220680,325352,
SG205-zero,SG205,391353,computed,phoenix4,21.592,6144,5222,,207576,331996,
SG205-w2_plus_w1_squared,SG205,391354,computed,phoenix4,21.643,6144,5222,,207520,334192,
SG206-zero,SG206,391355,computed,phoenix4,39.215,6144,5222,,207532,334196,
SG206-w2_plus_w1_squared,SG206,391356,computed,phoenix4,67.504,6144,5222,,233696,334232,
SG207-zero,SG207,391357,computed,phoenix4,55.488,6144,5222,,255972,336700,
SG207-w2_plus_w1_squared,SG207,391358,computed,phoenix4,97.053,6144,5222,,270512,336896,
SG208-zero,SG208,391359,computed,phoenix4,44.517,6144,5222,,234476,332356,
SG208-w2_plus_w1_squared,SG208,391360,computed,phoenix4,83.236,6144,5222,,242112,334356,
SG209-zero,SG209,391361,computed,phoenix4,88.029,6144,5222,,351192,330376,
SG209-w2_plus_w1_squared,SG209,391362,computed,phoenix4,191.821,6144,5222,,369692,369932,
SG210-zero,SG210,391363,computed,phoenix4,47.525,6144,5222,,236752,325844,
SG210-w2_plus_w1_squared,SG210,391364,computed,phoenix4,867.137,6144,5222,,1193788,1194620,
SG211-zero,SG211,391365,computed,phoenix4,59.892,6144,5222,,245208,333804,
SG211-w2_plus_w1_squared,SG211,391366,computed,phoenix4,108.352,6144,5222,,247516,332024,
SG212-zero,SG212,391367,computed,phoenix4,24.958,6144,5222,,206792,330440,
SG212-w2_plus_w1_squared,SG212,391368,computed,phoenix4,38.969,6144,5222,,210732,325508,
SG213-zero,SG213,391369,computed,phoenix4,24.898,6144,5222,,207652,331368,
SG213-w2_plus_w1_squared,SG213,391370,computed,phoenix4,39.01,6144,5222,,211468,334852,
SG214-zero,SG214,391371,computed,phoenix4,40.863,6144,5222,,213008,328700,
SG214-w2_plus_w1_squared,SG214,391372,computed,phoenix4,79.515,6144,5222,,212948,328728,
SG215-zero,SG215,391373,computed,phoenix4,152.253,6144,5222,,359572,359732,
SG215-w2_plus_w1_squared,SG215,391374,computed,phoenix4,11201.529,6144,5222,,4540616,4540700,
SG216-zero,SG216,391375,computed,phoenix4,102.949,6144,5222,,258276,336136,
SG216-w2_plus_w1_squared,SG216,391376,computed,phoenix4,15637.078,6144,5222,,5090512,5090260,
SG217-zero,SG217,391377,computed,phoenix4,45.722,6144,5222,,234580,334632,
SG217-w2_plus_w1_squared,SG217,391378,computed,phoenix4,1452.225,6144,5222,,855732,855532,
SG218-zero,SG218,391379,computed,phoenix4,31465.688,6144,5222,,1911100,1981976,
SG218-w2_plus_w1_squared,SG218,391380,computed,phoenix4,1002.036,6144,5222,,1161472,1161424,
SG219-zero,SG219,391381,computed,phoenix4,2522.727,6144,5222,,809024,878244,
SG219-w2_plus_w1_squared,SG219,391382,computed,phoenix4,601.716,6144,5222,,572376,572548,
SG220-zero,SG220,391383,computed,phoenix4,121.265,6144,5222,,259804,335608,
SG220-w2_plus_w1_squared,SG220,391384,computed,phoenix4,57.493,6144,5222,,221460,335432,
SG221-zero,SG221,391385,computed,phoenix4,182.481,6144,5222,,262884,332964,
SG221-w2_plus_w1_squared,SG221,391386,computed,phoenix4,239.9,6144,5222,,255108,334136,
SG222-zero,SG222,391387,computed,phoenix4,47.568,6144,5222,,226120,333776,
SG222-w2_plus_w1_squared,SG222,391388,computed,phoenix4,299.078,6144,5222,,631492,631412,
SG223-zero,SG223,391389,computed,phoenix4,75.016,6144,5222,,260640,335584,
SG223-w2_plus_w1_squared,SG223,391390,computed,phoenix4,70.959,6144,5222,,222152,333960,
SG224-zero,SG224,391391,computed,phoenix4,108.192,6144,5222,,242976,335604,
SG224-w2_plus_w1_squared,SG224,391392,computed,phoenix4,138.628,6144,5222,,236808,335508,
SG225-zero,SG225,391393,computed,phoenix4,160.518,6144,5222,,260604,334680,
SG225-w2_plus_w1_squared,SG225,391394,computed,phoenix4,207.256,6144,5222,,252880,334516,
SG226-zero,SG226,391395,computed,phoenix4,88.36,6144,5222,,301268,335252,
SG226-w2_plus_w1_squared,SG226,391396,computed,phoenix4,66.788,6144,5222,,222932,334372,
SG227-zero,SG227,391397,computed,phoenix4,92.078,6144,5222,,245968,332652,
SG227-w2_plus_w1_squared,SG227,391398,computed,phoenix4,5836.161,6144,5222,,3958548,3959392,
SG228-zero,SG228,391399,computed,phoenix4,47.58,6144,5222,,212980,334796,
SG228-w2_plus_w1_squared,SG228,391400,computed,phoenix4,333.983,6144,5222,,477908,478436,
SG229-zero,SG229,391401,computed,phoenix4,108.412,6144,5222,,248992,334736,
SG229-w2_plus_w1_squared,SG229,391402,computed,phoenix4,135.355,6144,5222,,242896,319852,
SG230-zero,SG230,391403,computed,phoenix4,97.398,6144,5222,,217588,323264,
SG230-w2_plus_w1_squared,SG230,391404,computed,phoenix4,190.445,6144,5222,,275252,329704,
